ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID,ORF
57696_at,3.31E-01,1.64E-01,-1.3966794,-5.93233,-0.07224713,57696,DDX55
646862_at,3.31E-01,1.64E-01,-1.3965612,-5.93249,-0.05667201,646862,RNF225
5806_at,3.31E-01,1.64E-01,1.3961975,-5.93299,0.04547673,5806,PTX3
7140_at,3.31E-01,1.64E-01,1.3961402,-5.93307,0.06572804,7140,TNNT3
58473_at,3.31E-01,1.64E-01,-1.3959926,-5.93328,-0.07234314,58473,PLEKHB1
8529_at,3.31E-01,1.64E-01,-1.3955619,-5.93387,-0.15424737,8529,CYP4F2
400359_at,3.31E-01,1.64E-01,-1.395561,-5.93387,-0.06995933,400359,C15orf53
79998_at,3.31E-01,1.64E-01,-1.3954644,-5.934,-0.05481018,79998,ANKRD53
3003_at,3.31E-01,1.64E-01,-1.395197,-5.93437,-0.14993451,3003,GZMK
1000_at,3.31E-01,1.65E-01,-1.3949085,-5.93477,-0.04767275,1000,CDH2
3816_at,3.31E-01,1.65E-01,1.3947118,-5.93504,0.05018646,3816,KLK1
148014_at,3.32E-01,1.65E-01,1.3944472,-5.9354,0.03897158,148014,TTC9B
152503_at,3.32E-01,1.65E-01,-1.3943971,-5.93547,-0.04703013,152503,SH3D19
81624_at,3.32E-01,1.65E-01,-1.3943726,-5.9355,-0.09391538,81624,DIAPH3
1562_at,3.32E-01,1.65E-01,-1.3940889,-5.93589,-0.0477653,1562,CYP2C18
439_at,3.32E-01,1.65E-01,1.3937415,-5.93637,0.05979388,439,ASNA1
64066_at,3.32E-01,1.65E-01,1.3935826,-5.93659,0.03293202,64066,MMP27
84444_at,3.32E-01,1.65E-01,1.393547,-5.93664,0.0564437,84444,DOT1L
64180_at,3.32E-01,1.65E-01,-1.3934774,-5.93673,-0.07917614,64180,DPEP3
283463_at,3.32E-01,1.65E-01,-1.3932832,-5.937,-0.03337813,283463,MUC19
63979_at,3.32E-01,1.65E-01,-1.3932238,-5.93708,-0.06229773,63979,FIGNL1
390212_at,3.32E-01,1.65E-01,1.3930738,-5.93729,0.04131645,390212,GPR152
84229_at,3.32E-01,1.65E-01,-1.3929576,-5.93745,-0.06272303,84229,DRC7
5901_at,3.32E-01,1.65E-01,1.3927599,-5.93772,0.06880442,5901,RAN
51081_at,3.32E-01,1.65E-01,1.3926063,-5.93793,0.06895027,51081,MRPS7
6258_at,3.32E-01,1.65E-01,-1.3924058,-5.9382,-0.04009368,6258,RXRG
55870_at,3.32E-01,1.65E-01,-1.3922527,-5.93841,-0.04774548,55870,ASH1L
3090_at,3.32E-01,1.65E-01,1.3921752,-5.93852,0.05126068,3090,HIC1
5031_at,3.33E-01,1.66E-01,1.3918457,-5.93897,0.06331969,5031,P2RY6
84066_at,3.33E-01,1.66E-01,-1.3915137,-5.93943,-0.04833369,84066,TEX35
339123_at,3.33E-01,1.66E-01,-1.3913058,-5.93971,-0.06270727,339123,JMJD8
3236_at,3.33E-01,1.66E-01,-1.3912198,-5.93983,-0.04847065,3236,HOXD10
2890_at,3.33E-01,1.66E-01,-1.3911361,-5.93994,-0.04992062,2890,GRIA1
4675_at,3.33E-01,1.66E-01,-1.3907564,-5.94046,-0.04501445,4675,NAP1L3
388121_at,3.33E-01,1.66E-01,-1.3905069,-5.94081,-0.04473706,388121,TNFAIP8L3
57148_at,3.33E-01,1.66E-01,-1.3900787,-5.94139,-0.06586948,57148,RALGAPB
6950_at,3.33E-01,1.66E-01,-1.3899482,-5.94157,-0.05494248,6950,TCP1
644139_at,3.33E-01,1.66E-01,-1.3899062,-5.94163,-0.03635664,644139,PIRT
1534_at,3.33E-01,1.66E-01,-1.3898805,-5.94166,-0.03973873,1534,CYB561
57501_at,3.33E-01,1.66E-01,1.3898678,-5.94168,0.10055478,57501,KIAA1257
399886_at,3.33E-01,1.66E-01,-1.3897992,-5.94178,-0.0463402,399886,LOC399886
56967_at,3.33E-01,1.66E-01,-1.389668,-5.94196,-0.04602402,56967,C14orf132
144406_at,3.33E-01,1.66E-01,-1.3895816,-5.94207,-0.05436281,144406,WDR66
84659_at,3.34E-01,1.66E-01,1.3893479,-5.94239,0.06269307,84659,RNASE7
283480_at,3.34E-01,1.66E-01,-1.3891865,-5.94261,-0.04868952,283480,FGF14-IT1
339366_at,3.34E-01,1.66E-01,-1.3889949,-5.94288,-0.05959826,339366,ADAMTSL5
6793_at,3.34E-01,1.66E-01,-1.3888641,-5.94306,-0.04206314,6793,STK10
1414_at,3.34E-01,1.66E-01,1.3888178,-5.94312,0.05927406,1414,CRYBB1
7479_at,3.34E-01,1.66E-01,1.3887732,-5.94318,0.04591339,7479,WNT8B
80031_at,3.34E-01,1.66E-01,-1.3886406,-5.94336,-0.06965935,80031,SEMA6D
140706_at,3.34E-01,1.67E-01,1.3883509,-5.94376,0.0614559,140706,CCM2L
286187_at,3.34E-01,1.67E-01,-1.3881901,-5.94398,-0.04913847,286187,PPP1R42
57828_at,3.34E-01,1.67E-01,-1.3876301,-5.94474,-0.09554831,57828,CATSPERG
9406_at,3.34E-01,1.67E-01,-1.3874216,-5.94503,-0.08028461,9406,ZRANB2
256714_at,3.35E-01,1.67E-01,-1.3871331,-5.94542,-0.06275206,256714,MAP7D2
654841_at,3.35E-01,1.67E-01,-1.3871043,-5.94546,-0.04059947,654841,LOC654841
10363_at,3.35E-01,1.67E-01,-1.3869621,-5.94566,-0.08583127,10363,HMG20A
170463_at,3.35E-01,1.67E-01,1.3869465,-5.94568,0.0903087,170463,SSBP4
284546_at,3.35E-01,1.67E-01,-1.3869276,-5.9457,-0.03173828,284546,C1orf185
57407_at,3.35E-01,1.67E-01,1.3867208,-5.94599,0.05873774,57407,NMRAL1
8538_at,3.35E-01,1.67E-01,-1.3867199,-5.94599,-0.04762876,8538,BARX2
140612_at,3.35E-01,1.67E-01,-1.3867016,-5.94601,-0.05162836,140612,ZFP28
7818_at,3.35E-01,1.67E-01,-1.3864329,-5.94638,-0.04879135,7818,DAP3
100134391_at,3.35E-01,1.67E-01,-1.3864149,-5.94641,-0.04970946,100134391,LOC100134391
390445_at,3.35E-01,1.67E-01,-1.3863479,-5.9465,-0.0725745,390445,OR5AU1
27035_at,3.35E-01,1.67E-01,-1.3862444,-5.94664,-0.04191773,27035,NOX1
2264_at,3.35E-01,1.67E-01,-1.3861104,-5.94682,-0.05471988,2264,FGFR4
127253_at,3.35E-01,1.67E-01,-1.3858796,-5.94714,-0.11982893,127253,TYW3
337967_at,3.35E-01,1.67E-01,-1.3856741,-5.94742,-0.06452431,337967,KRTAP6-2
199834_at,3.35E-01,1.68E-01,-1.384857,-5.94853,-0.05749882,199834,LCE4A
4062_at,3.36E-01,1.68E-01,1.384386,-5.94917,0.04193791,4062,LY6H
8787_at,3.36E-01,1.68E-01,-1.384372,-5.94919,-0.09838346,8787,RGS9
11069_at,3.36E-01,1.68E-01,-1.3843566,-5.94921,-0.0492604,11069,RAPGEF4
55716_at,3.36E-01,1.68E-01,-1.3843521,-5.94922,-0.10824625,55716,LMBR1L
55346_at,3.36E-01,1.68E-01,-1.3843475,-5.94923,-0.06093186,55346,TCP11L1
54332_at,3.36E-01,1.68E-01,1.3841558,-5.94949,0.06829034,54332,GDAP1
55037_at,3.36E-01,1.68E-01,-1.3839562,-5.94976,-0.09492542,55037,PTCD3
3276_at,3.36E-01,1.68E-01,-1.3835319,-5.95034,-0.06248975,3276,PRMT1
9878_at,3.36E-01,1.68E-01,1.3833728,-5.95056,0.03034473,9878,TOX4
54988_at,3.36E-01,1.68E-01,-1.3833605,-5.95057,-0.08803512,54988,ACSM5
81850_at,3.36E-01,1.68E-01,-1.3828905,-5.95121,-0.05203311,81850,KRTAP1-3
441024_at,3.36E-01,1.68E-01,-1.3828554,-5.95126,-0.04858651,441024,MTHFD2L
153_at,3.36E-01,1.68E-01,-1.3826566,-5.95153,-0.05865385,153,ADRB1
282974_at,3.36E-01,1.68E-01,-1.3826166,-5.95159,-0.04476281,282974,STK32C
11252_at,3.36E-01,1.68E-01,1.3826102,-5.9516,0.0698986,11252,PACSIN2
353164_at,3.36E-01,1.68E-01,-1.3825172,-5.95172,-0.05291426,353164,TAS2R42
81553_at,3.36E-01,1.68E-01,1.3823976,-5.95189,0.06709324,81553,FAM49A
134218_at,3.36E-01,1.68E-01,-1.382381,-5.95191,-0.09308661,134218,DNAJC21
23167_at,3.36E-01,1.68E-01,1.3820828,-5.95231,0.09337213,23167,EFR3A
6364_at,3.36E-01,1.69E-01,-1.3818801,-5.95259,-0.04348266,6364,CCL20
4233_at,3.36E-01,1.69E-01,-1.3818775,-5.95259,-0.04121174,4233,MET
25920_at,3.37E-01,1.69E-01,-1.3809,-5.95392,-0.04854475,25920,NELFB
79785_at,3.37E-01,1.69E-01,-1.380741,-5.95414,-0.04137954,79785,RERGL
80835_at,3.37E-01,1.69E-01,-1.3804803,-5.9545,-0.04787552,80835,TAS1R1
4698_at,3.37E-01,1.69E-01,1.3803515,-5.95467,0.12862685,4698,NDUFA5
84701_at,3.37E-01,1.69E-01,1.3799592,-5.9552,0.05957783,84701,COX4I2
54839_at,3.38E-01,1.69E-01,-1.3793264,-5.95606,-0.04426212,54839,LRRC49
55062_at,3.38E-01,1.69E-01,1.379151,-5.9563,0.08637302,55062,WIPI1
148789_at,3.38E-01,1.69E-01,1.3790505,-5.95644,0.06185054,148789,B3GALNT2
10894_at,3.38E-01,1.7E-01,1.3787521,-5.95685,0.10274601,10894,LYVE1
51617_at,3.38E-01,1.7E-01,-1.3779395,-5.95795,-0.0440869,51617,NSG2
55140_at,3.39E-01,1.7E-01,-1.3778466,-5.95808,-0.10832987,55140,ELP3
9903_at,3.39E-01,1.7E-01,1.377689,-5.95829,0.08900036,9903,KLHL21
146434_at,3.39E-01,1.7E-01,-1.3775658,-5.95846,-0.05216158,146434,ZNF597
29777_at,3.39E-01,1.7E-01,-1.3769048,-5.95935,-0.06326815,29777,ABT1
286256_at,3.39E-01,1.7E-01,-1.3765965,-5.95977,-0.04255077,286256,LCN12
6895_at,3.39E-01,1.7E-01,-1.3763483,-5.96011,-0.06256829,6895,TARBP2
221037_at,3.4E-01,1.7E-01,-1.3758242,-5.96082,-0.05245926,221037,JMJD1C
1357_at,3.4E-01,1.7E-01,1.3755661,-5.96117,0.04578007,1357,CPA1
90441_at,3.4E-01,1.71E-01,1.3754895,-5.96127,0.07903695,90441,ZNF622
8697_at,3.4E-01,1.71E-01,-1.3754883,-5.96128,-0.08718098,8697,CDC23
23064_at,3.4E-01,1.71E-01,1.3753811,-5.96142,0.05633302,23064,SETX
64763_at,3.4E-01,1.71E-01,-1.3748753,-5.96211,-0.09470784,64763,ZNF574
79000_at,3.4E-01,1.71E-01,-1.374816,-5.96219,-0.05280499,79000,AUNIP
84913_at,3.4E-01,1.71E-01,1.3747094,-5.96233,0.04753787,84913,ATOH8
54545_at,3.4E-01,1.71E-01,-1.3746331,-5.96243,-0.05126038,54545,MTMR12
7375_at,3.4E-01,1.71E-01,1.3745874,-5.9625,0.04703581,7375,USP4
11040_at,3.4E-01,1.71E-01,1.3744297,-5.96271,0.03911582,11040,PIM2
139793_at,3.4E-01,1.71E-01,-1.3743836,-5.96277,-0.03361069,139793,PAGE3
1400_at,3.4E-01,1.71E-01,-1.3743403,-5.96283,-0.04462675,1400,CRMP1
125972_at,3.4E-01,1.71E-01,-1.374285,-5.96291,-0.0612011,125972,CALR3
49861_at,3.4E-01,1.71E-01,-1.374231,-5.96298,-0.05970972,49861,CLDN20
57369_at,3.4E-01,1.71E-01,-1.3739724,-5.96333,-0.06757069,57369,GJD2
57511_at,3.4E-01,1.71E-01,-1.3737768,-5.96359,-0.09120074,57511,COG6
645832_at,3.4E-01,1.71E-01,-1.373652,-5.96376,-0.06950759,645832,SEBOX
348327_at,3.4E-01,1.71E-01,-1.373407,-5.96409,-0.06374893,348327,ZNF530
26256_at,3.4E-01,1.71E-01,-1.3731243,-5.96448,-0.07008611,26256,CABYR
55258_at,3.4E-01,1.71E-01,1.3731128,-5.96449,0.06497515,55258,THNSL2
60598_at,3.4E-01,1.71E-01,1.373057,-5.96457,0.04969846,60598,KCNK15
1160_at,3.41E-01,1.71E-01,-1.3726165,-5.96516,-0.07507229,1160,CKMT2
4832_at,3.41E-01,1.71E-01,-1.372384,-5.96548,-0.06082991,4832,NME3
100133091_at,3.41E-01,1.72E-01,-1.3721683,-5.96577,-0.06774163,100133091,LOC100133091
3605_at,3.41E-01,1.72E-01,-1.3721672,-5.96577,-0.05575396,3605,IL17A
3145_at,3.41E-01,1.72E-01,1.3721138,-5.96584,0.05637413,3145,HMBS
64779_at,3.41E-01,1.72E-01,-1.3720193,-5.96597,-0.05712807,64779,MTHFSD
5600_at,3.41E-01,1.72E-01,1.3716271,-5.9665,0.06364738,5600,MAPK11
9837_at,3.41E-01,1.72E-01,1.3714991,-5.96668,0.13687789,9837,GINS1
146395_at,3.41E-01,1.72E-01,-1.3714955,-5.96668,-0.06597883,146395,GSG1L
10814_at,3.41E-01,1.72E-01,-1.3714105,-5.96679,-0.05884818,10814,CPLX2
5621_at,3.41E-01,1.72E-01,-1.3713593,-5.96686,-0.05351989,5621,PRNP
80781_at,3.41E-01,1.72E-01,1.3711939,-5.96709,0.10943819,80781,COL18A1
55295_at,3.41E-01,1.72E-01,1.3711758,-5.96711,0.05288666,55295,KLHL26
24148_at,3.41E-01,1.72E-01,-1.3711227,-5.96718,-0.05726196,24148,PRPF6
7363_at,3.41E-01,1.72E-01,1.3710249,-5.96732,0.03924251,7363,UGT2B4
8971_at,3.41E-01,1.72E-01,1.3710144,-5.96733,0.08168472,8971,H1FX
23585_at,3.41E-01,1.72E-01,1.3705276,-5.96799,0.05875261,23585,TMEM50A
170393_at,3.41E-01,1.72E-01,-1.3703708,-5.9682,-0.05246717,170393,C10orf91
64863_at,3.42E-01,1.72E-01,-1.370083,-5.96859,-0.06817198,64863,METTL4
6628_at,3.42E-01,1.72E-01,1.3700721,-5.9686,0.06976272,6628,SNRPB
50636_at,3.42E-01,1.72E-01,-1.3700439,-5.96864,-0.0523192,50636,ANO7
2525_at,3.42E-01,1.72E-01,-1.3699367,-5.96879,-0.06583004,2525,FUT3
6640_at,3.42E-01,1.72E-01,-1.3699288,-5.9688,-0.06124383,6640,SNTA1
6521_at,3.42E-01,1.72E-01,-1.3699165,-5.96881,-0.14339878,6521,SLC4A1
861_at,3.42E-01,1.72E-01,1.3698065,-5.96896,0.04318112,861,RUNX1
285676_at,3.42E-01,1.72E-01,-1.3695915,-5.96925,-0.04349663,285676,ZNF454
6615_at,3.42E-01,1.72E-01,1.3695209,-5.96935,0.05518676,6615,SNAI1
4144_at,3.42E-01,1.72E-01,1.3694414,-5.96945,0.0895412,4144,MAT2A
64417_at,3.42E-01,1.72E-01,-1.3692089,-5.96977,-0.09025347,64417,TMEM267
203569_at,3.42E-01,1.73E-01,-1.3688425,-5.97026,-0.07680214,203569,PAGE2
23399_at,3.42E-01,1.73E-01,-1.368799,-5.97032,-0.03143817,23399,CTDNEP1
2806_at,3.42E-01,1.73E-01,1.3685181,-5.9707,0.08110563,2806,GOT2
9278_at,3.42E-01,1.73E-01,-1.3684155,-5.97084,-0.04405773,9278,ZBTB22
341350_at,3.42E-01,1.73E-01,-1.3682512,-5.97106,-0.07700329,341350,OVCH1
115992_at,3.42E-01,1.73E-01,-1.3680632,-5.97131,-0.0549976,115992,RNF166
283576_at,3.42E-01,1.73E-01,-1.3678799,-5.97156,-0.05930915,283576,ZDHHC22
100505621_at,3.42E-01,1.73E-01,-1.3678472,-5.97161,-0.04566576,100505621,C11orf72
54927_at,3.42E-01,1.73E-01,-1.3677517,-5.97173,-0.0909529,54927,CHCHD3
100128264_at,3.42E-01,1.73E-01,1.3677078,-5.97179,0.03805644,100128264,HTR5A-AS1
3238_at,3.42E-01,1.73E-01,-1.3676484,-5.97187,-0.05148202,3238,HOXD12
2521_at,3.42E-01,1.73E-01,-1.3676343,-5.97189,-0.05215809,2521,FUS
6037_at,3.42E-01,1.73E-01,1.3675192,-5.97205,0.10498407,6037,RNASE3
1119_at,3.43E-01,1.73E-01,-1.3669019,-5.97288,-0.08972278,1119,CHKA
89795_at,3.43E-01,1.73E-01,1.3667205,-5.97312,0.03935836,89795,NAV3
50506_at,3.43E-01,1.73E-01,-1.3666856,-5.97317,-0.05103179,50506,DUOX2
129831_at,3.43E-01,1.73E-01,1.3662516,-5.97376,0.10638228,129831,RBM45
55247_at,3.43E-01,1.73E-01,-1.3661214,-5.97393,-0.05112029,55247,NEIL3
730668_at,3.43E-01,1.73E-01,-1.366047,-5.97403,-0.04725576,730668,LOC730668
9747_at,3.43E-01,1.73E-01,-1.3660067,-5.97408,-0.04672073,9747,TCAF1
9528_at,3.43E-01,1.74E-01,1.365545,-5.97471,0.08411719,9528,TMEM59
9128_at,3.43E-01,1.74E-01,-1.3653383,-5.97498,-0.06747442,9128,PRPF4
101929028_at,3.43E-01,1.74E-01,-1.3651598,-5.97522,-0.07026188,101929028,LOC101929028
84961_at,3.43E-01,1.74E-01,-1.3651481,-5.97524,-0.09090244,84961,FBXL20
773_at,3.44E-01,1.74E-01,1.3649739,-5.97547,0.05497845,773,CACNA1A
79776_at,3.44E-01,1.74E-01,-1.364595,-5.97598,-0.04919763,79776,ZFHX4
9002_at,3.44E-01,1.74E-01,1.3645755,-5.97601,0.06197233,9002,F2RL3
55294_at,3.44E-01,1.74E-01,1.3645658,-5.97602,0.05289267,55294,FBXW7
168374_at,3.44E-01,1.74E-01,-1.364524,-5.97608,-0.11272503,168374,ZNF92
1540_at,3.44E-01,1.74E-01,-1.3644552,-5.97617,-0.06632422,1540,CYLD
105369915_at,3.44E-01,1.74E-01,-1.3644251,-5.97621,-0.04598444,105369915,LOC105369915
148523_at,3.44E-01,1.74E-01,-1.3642823,-5.97641,-0.05386026,148523,CIART
85443_at,3.44E-01,1.74E-01,-1.3639429,-5.97686,-0.04526664,85443,DCLK3
3294_at,3.44E-01,1.74E-01,1.3637654,-5.9771,0.05434615,3294,HSD17B2
642757_at,3.44E-01,1.74E-01,-1.3637194,-5.97716,-0.07438658,642757,TBC1D22A-AS1
27034_at,3.44E-01,1.74E-01,-1.3635632,-5.97737,-0.05268902,27034,ACAD8
26211_at,3.44E-01,1.74E-01,-1.3634881,-5.97747,-0.04202042,26211,OR2F1
200316_at,3.44E-01,1.74E-01,1.3630976,-5.978,0.07785497,200316,APOBEC3F
64806_at,3.44E-01,1.75E-01,-1.3625906,-5.97868,-0.05494279,64806,IL25
22949_at,3.45E-01,1.75E-01,1.3624848,-5.97882,0.05855376,22949,PTGR1
5420_at,3.45E-01,1.75E-01,-1.3613878,-5.98029,-0.06385751,5420,PODXL
11160_at,3.45E-01,1.75E-01,1.3608251,-5.98105,0.06032177,11160,ERLIN2
151649_at,3.46E-01,1.75E-01,1.3607034,-5.98121,0.0502419,151649,PP2D1
101928524_at,3.46E-01,1.75E-01,-1.3605826,-5.98137,-0.0889089,101928524,LOC101928524
51008_at,3.46E-01,1.75E-01,-1.3605793,-5.98138,-0.06930184,51008,ASCC1
503834_at,3.46E-01,1.75E-01,-1.3605166,-5.98146,-0.04715175,503834,DPRX
284111_at,3.46E-01,1.75E-01,-1.3602095,-5.98187,-0.04520124,284111,SLC13A5
284355_at,3.46E-01,1.75E-01,1.3601244,-5.98199,0.06288363,284355,TPRX1
56052_at,3.46E-01,1.75E-01,1.3596615,-5.98261,0.07199088,56052,ALG1
58527_at,3.46E-01,1.75E-01,1.3596289,-5.98265,0.06900303,58527,ABRACL
9400_at,3.46E-01,1.75E-01,-1.3596051,-5.98268,-0.0586728,9400,RECQL5
51526_at,3.46E-01,1.75E-01,-1.3595816,-5.98272,-0.06280464,51526,OSER1
4327_at,3.46E-01,1.76E-01,1.3594787,-5.98285,0.04779961,4327,MMP19
400960_at,3.46E-01,1.76E-01,-1.3592326,-5.98318,-0.06430196,400960,PCBP1-AS1
54831_at,3.46E-01,1.76E-01,-1.3589878,-5.98351,-0.04058989,54831,BEST2
4729_at,3.47E-01,1.76E-01,1.3582184,-5.98454,0.07797885,4729,NDUFV2
1548_at,3.47E-01,1.76E-01,-1.3579868,-5.98485,-0.04161396,1548,CYP2A6
10661_at,3.47E-01,1.76E-01,-1.3579602,-5.98489,-0.1414503,10661,KLF1
221357_at,3.47E-01,1.76E-01,-1.3579025,-5.98496,-0.04623969,221357,GSTA5
3887_at,3.47E-01,1.76E-01,-1.357704,-5.98523,-0.04364696,3887,KRT81
27240_at,3.47E-01,1.76E-01,-1.3576757,-5.98527,-0.08532248,27240,SIT 1.00
728361_at,3.47E-01,1.76E-01,-1.3576227,-5.98534,-0.04664544,728361,OVOL3
123103_at,3.47E-01,1.76E-01,-1.357164,-5.98595,-0.05874634,123103,KLHL33
8834_at,3.47E-01,1.76E-01,1.3570981,-5.98604,0.05092689,8834,TMEM11
79177_at,3.47E-01,1.76E-01,1.357043,-5.98612,0.06009884,79177,ZNF576
200232_at,3.47E-01,1.76E-01,1.3569278,-5.98627,0.06885597,200232,FAM209A
9901_at,3.47E-01,1.76E-01,-1.356733,-5.98653,-0.06278841,9901,SRGAP3
4815_at,3.47E-01,1.76E-01,-1.3563945,-5.98698,-0.09504189,4815,NINJ2
115_at,3.47E-01,1.77E-01,-1.3562911,-5.98712,-0.05123376,115,ADCY9
4528_at,3.47E-01,1.77E-01,1.3559258,-5.98761,0.09426865,4528,MTIF2
351_at,3.47E-01,1.77E-01,-1.3559054,-5.98764,-0.06594108,351,APP
1365_at,3.47E-01,1.77E-01,-1.3558456,-5.98772,-0.05490971,1365,CLDN3
113251_at,3.47E-01,1.77E-01,-1.3557567,-5.98784,-0.13917102,113251,LARP4
85395_at,3.48E-01,1.77E-01,-1.3555476,-5.98811,-0.10049395,85395,FAM207A
4149_at,3.48E-01,1.77E-01,-1.3554864,-5.9882,-0.02790289,4149,MAX
148741_at,3.48E-01,1.77E-01,-1.3552952,-5.98845,-0.04287203,148741,ANKRD35
646424_at,3.48E-01,1.77E-01,1.3552311,-5.98854,0.06219133,646424,SPINK8
4500_at,3.48E-01,1.77E-01,1.355042,-5.98879,0.06585359,4500,MT1L
8273_at,3.48E-01,1.77E-01,-1.35464,-5.98933,-0.07099585,8273,SLC10A3
100129083_at,3.48E-01,1.77E-01,-1.3545897,-5.98939,-0.09482717,100129083,LOC100129083
389792_at,3.48E-01,1.77E-01,1.3545729,-5.98942,0.0597508,389792,IER5L
117581_at,3.48E-01,1.77E-01,-1.3543424,-5.98972,-0.04722334,117581,TWIST2
144124_at,3.48E-01,1.77E-01,1.353864,-5.99036,0.06056028,144124,OR10A5
84318_at,3.48E-01,1.77E-01,-1.3536796,-5.99061,-0.06943733,84318,CCDC77
1962_at,3.48E-01,1.77E-01,1.3536633,-5.99063,0.04253289,1962,EHHADH
1301_at,3.48E-01,1.77E-01,-1.3535215,-5.99082,-0.04177763,1301,COL11A1
1582_at,3.48E-01,1.77E-01,-1.3534274,-5.99095,-0.04696956,1582,CYP8B1
54845_at,3.49E-01,1.78E-01,-1.3531519,-5.99131,-0.03238002,54845,ESRP1
23764_at,3.49E-01,1.78E-01,-1.3531366,-5.99133,-0.07296609,23764,MAFF
147645_at,3.49E-01,1.78E-01,1.3530181,-5.99149,0.04492212,147645,VSIG10L
25854_at,3.49E-01,1.78E-01,-1.3530049,-5.99151,-0.05955547,25854,FAM149A
1893_at,3.49E-01,1.78E-01,-1.3528537,-5.99171,-0.06248293,1893,ECM1
2850_at,3.49E-01,1.78E-01,1.3527248,-5.99188,0.09036975,2850,GPR27
9553_at,3.49E-01,1.78E-01,1.3523937,-5.99232,0.1027873,9553,MRPL33
8497_at,3.49E-01,1.78E-01,-1.3517338,-5.9932,-0.10651627,8497,PPFIA4
4016_at,3.49E-01,1.78E-01,1.3515761,-5.99341,0.05222717,4016,LOXL1
54461_at,3.49E-01,1.78E-01,-1.3514136,-5.99363,-0.07491089,54461,FBXW5
54952_at,3.49E-01,1.78E-01,-1.3511351,-5.994,-0.06203234,54952,TRNAU1AP
646658_at,3.5E-01,1.78E-01,-1.350899,-5.99432,-0.05419407,646658,SYNDIG1L
53344_at,3.5E-01,1.78E-01,-1.3508493,-5.99438,-0.05063879,53344,CHIC1
729238_at,3.5E-01,1.78E-01,-1.3507594,-5.9945,-0.05614896,729238,SFTPA2
283514_at,3.5E-01,1.78E-01,-1.3507458,-5.99452,-0.05838471,283514,SIAH3
171482_at,3.5E-01,1.78E-01,-1.3506798,-5.99461,-0.05759474,171482,FAM9A
6642_at,3.5E-01,1.78E-01,1.350599,-5.99472,0.04577693,6642,SNX1
25776_at,3.5E-01,1.79E-01,-1.3499734,-5.99555,-0.06156419,25776,CBY1
23240_at,3.5E-01,1.79E-01,-1.3493347,-5.9964,-0.04652746,23240,TMEM131L
7112_at,3.5E-01,1.79E-01,1.349282,-5.99647,0.06471633,7112,TMPO
403274_at,3.5E-01,1.79E-01,-1.3490011,-5.99684,-0.05158237,403274,OR5H15
83889_at,3.5E-01,1.79E-01,-1.348878,-5.99701,-0.03791045,83889,WDR87
414157_at,3.5E-01,1.79E-01,-1.3488137,-5.99709,-0.04577197,414157,C10orf62
57695_at,3.5E-01,1.79E-01,-1.348758,-5.99717,-0.07715769,57695,USP37
122622_at,3.51E-01,1.79E-01,-1.3486513,-5.99731,-0.05117131,122622,ADSSL1
54704_at,3.51E-01,1.79E-01,-1.3485161,-5.99749,-0.0615219,54704,PDP1
57824_at,3.51E-01,1.79E-01,1.34846,-5.99756,0.04246505,57824,HMHB1
8829_at,3.51E-01,1.79E-01,-1.3480606,-5.99809,-0.06002456,8829,NRP1
1762_at,3.51E-01,1.79E-01,-1.3474532,-5.9989,-0.06725185,1762,DMWD
84874_at,3.51E-01,1.79E-01,-1.3472944,-5.99911,-0.11697163,84874,ZNF514
1070_at,3.51E-01,1.79E-01,-1.3471587,-5.99929,-0.09563457,1070,CETN3
94_at,3.51E-01,1.79E-01,1.3471395,-5.99932,0.04914551,94,ACVRL1
29924_at,3.51E-01,1.79E-01,1.3470045,-5.9995,0.09259348,29924,EPN1
200728_at,3.51E-01,1.8E-01,-1.3466264,-6,-0.03461693,200728,TMEM17
388531_at,3.51E-01,1.8E-01,-1.3465206,-6.00014,-0.04211695,388531,RGS9BP
5965_at,3.52E-01,1.8E-01,-1.3460432,-6.00077,-0.10064201,5965,RECQL
196074_at,3.52E-01,1.8E-01,-1.3459211,-6.00093,-0.07047872,196074,METTL15
128876_at,3.52E-01,1.8E-01,1.3458346,-6.00105,0.03971003,128876,FAM83C
2021_at,3.52E-01,1.8E-01,-1.3454947,-6.0015,-0.0665285,2021,ENDOG
222194_at,3.52E-01,1.8E-01,-1.3454647,-6.00154,-0.06504482,222194,RSBN1L
58485_at,3.52E-01,1.8E-01,-1.3451628,-6.00194,-0.04397992,58485,TRAPPC1
83595_at,3.52E-01,1.8E-01,-1.3449677,-6.0022,-0.06177858,83595,SOX7
56951_at,3.52E-01,1.8E-01,-1.3449301,-6.00225,-0.05842098,56951,C5orf15
200312_at,3.52E-01,1.8E-01,1.3448528,-6.00235,0.04814524,200312,RNF215
6347_at,3.52E-01,1.8E-01,1.3447272,-6.00252,0.0823069,6347,CCL2
80219_at,3.52E-01,1.8E-01,1.3447052,-6.00255,0.09399141,80219,COQ10B
27287_at,3.52E-01,1.8E-01,-1.3444599,-6.00287,-0.08292689,27287,VENTX
149466_at,3.52E-01,1.8E-01,-1.3443296,-6.00304,-0.04997867,149466,C1orf210
245929_at,3.52E-01,1.8E-01,-1.3443201,-6.00306,-0.04687365,245929,DEFB115
145788_at,3.52E-01,1.8E-01,1.3442841,-6.00311,0.04286545,145788,C15orf65
