ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID,ORF
891_at,1.44E-06,6.9E-08,5.6028393,7.59984,0.39496226,891,CCNB1
6156_at,1.5E-06,7.16E-08,-5.5952187,7.56318,-0.17198329,6156,RPL30
3055_at,1.51E-06,7.25E-08,5.5928751,7.55191,0.38688175,3055,HCK
6433_at,1.52E-06,7.26E-08,-5.5924543,7.54989,-0.1351037,6433,SFSWAP
10409_at,1.52E-06,7.27E-08,5.5923146,7.54922,0.46538381,10409,BASP1
8969_at,1.52E-06,7.31E-08,5.5911925,7.54383,0.34037245,8969,HIST1H2AG
55342_at,1.53E-06,7.34E-08,-5.5904413,7.54022,-0.3260567,55342,STRBP
3796_at,1.53E-06,7.34E-08,-5.5903543,7.5398,-0.24874616,3796,KIF2A
3077_at,1.54E-06,7.4E-08,5.5887125,7.53191,0.25073863,3077,HFE
8992_at,1.55E-06,7.47E-08,5.5867559,7.52251,0.16534507,8992,ATP6V0E1
84181_at,1.57E-06,7.56E-08,-5.5844976,7.51167,-0.20972406,84181,CHD6
3959_at,1.6E-06,7.73E-08,5.5798098,7.48917,0.32874447,3959,LGALS3BP
5008_at,1.61E-06,7.81E-08,5.5779801,7.48039,0.45909154,5008,OSM
1389_at,1.66E-06,8.03E-08,-5.5723552,7.45341,-0.26526629,1389,CREBL2
152137_at,1.66E-06,8.05E-08,-5.5717048,7.4503,-0.28502037,152137,CCDC50
8533_at,1.66E-06,8.07E-08,-5.5713103,7.44841,-0.21825765,8533,COPS3
8569_at,1.68E-06,8.17E-08,5.5688344,7.43654,0.4792099,8569,MKNK1
146909_at,1.68E-06,8.17E-08,5.5688284,7.43651,0.48716711,146909,KIF18B
9604_at,1.69E-06,8.23E-08,-5.5674388,7.42985,-0.49140032,9604,RNF14
57616_at,1.69E-06,8.26E-08,5.566533,7.42551,0.60626327,57616,TSHZ3
831_at,1.71E-06,8.35E-08,5.5643963,7.41528,0.20137112,831,CAST
950_at,1.72E-06,8.39E-08,5.5634516,7.41076,0.33746628,950,SCARB2
25992_at,1.72E-06,8.41E-08,-5.5630093,7.40864,-0.38134729,25992,SNED1
8667_at,1.73E-06,8.47E-08,-5.5615755,7.40178,-0.19210806,8667,EIF3H
6368_at,1.73E-06,8.5E-08,-5.5608381,7.39825,-0.2768551,6368,CCL23
7325_at,1.76E-06,8.65E-08,-5.5573319,7.38147,-0.25643284,7325,UBE2E2
6169_at,1.79E-06,8.8E-08,-5.5537735,7.36445,-0.12477781,6169,RPL38
112770_at,1.8E-06,8.85E-08,5.5527077,7.35935,0.34343199,112770,GLMP
9727_at,1.81E-06,8.91E-08,-5.5513032,7.35264,-0.25024199,9727,RAB11FIP3
284751_at,1.81E-06,8.94E-08,5.5506908,7.34971,0.67262669,284751,LINC01270
84188_at,1.81E-06,8.95E-08,5.5504367,7.34849,0.29124883,84188,FAR1
285533_at,1.83E-06,9.02E-08,5.5488297,7.34081,0.59306551,285533,RNF175
59352_at,1.83E-06,9.05E-08,-5.5482755,7.33817,-0.29396013,59352,LGR6
84641_at,1.83E-06,9.05E-08,5.5481595,7.33761,0.4037758,84641,MFSD14B
9111_at,1.88E-06,9.29E-08,5.5428226,7.31212,0.53814229,9111,NMI
6744_at,1.88E-06,9.32E-08,5.5422273,7.30927,0.30229812,6744,SSFA2
4967_at,1.89E-06,9.41E-08,5.5403166,7.30015,0.17795542,4967,OGDH
1027_at,1.92E-06,9.54E-08,-5.5374608,7.28652,-0.1277106,1027,CDKN1B
7048_at,1.97E-06,9.83E-08,-5.5315681,7.25842,-0.1358417,7048,TGFBR2
6660_at,2.01E-06,1E-07,-5.5280974,7.24187,-0.33209166,6660,SOX5
3267_at,2.01E-06,1E-07,5.5279557,7.2412,0.32121885,3267,AGFG1
9124_at,2.02E-06,1.01E-07,-5.5262089,7.23287,-0.35447595,9124,PDLIM1
132_at,2.05E-06,1.02E-07,-5.5234131,7.21955,-0.37392921,132,ADK
2995_at,2.06E-06,1.03E-07,-5.5218321,7.21202,-0.47388594,2995,GYPC
222223_at,2.06E-06,1.03E-07,-5.5215813,7.21083,-0.38344465,222223,KIAA1324L
9710_at,2.06E-06,1.03E-07,-5.5211685,7.20886,-0.20874897,9710,KIAA0355
66008_at,2.06E-06,1.03E-07,-5.5211488,7.20877,-0.45679171,66008,TRAK2
1154_at,2.07E-06,1.04E-07,5.5195332,7.20108,0.35863698,1154,CISH
9204_at,2.08E-06,1.04E-07,-5.5191957,7.19947,-0.18412722,9204,ZMYM6
3832_at,2.08E-06,1.05E-07,5.5182134,7.1948,0.35761338,3832,KIF11
5509_at,2.11E-06,1.06E-07,5.5153448,7.18115,0.27124685,5509,PPP1R3D
139065_at,2.17E-06,1.1E-07,5.5094277,7.153,0.26411885,139065,SLITRK4
10589_at,2.19E-06,1.11E-07,5.5071578,7.14221,0.32892332,10589,DRAP1
116449_at,2.24E-06,1.13E-07,-5.5030326,7.12261,-0.18972492,116449,CLNK
91614_at,2.25E-06,1.14E-07,-5.5018221,7.11687,-0.22299553,91614,DEPDC7
8352_at,2.25E-06,1.14E-07,5.5016962,7.11627,0.1758508,8352,HIST1H3C
79772_at,2.25E-06,1.14E-07,5.5009653,7.1128,0.48417299,79772,MCTP1
6483_at,2.27E-06,1.15E-07,5.4992231,7.10452,0.4266036,6483,ST3GAL2
64061_at,2.28E-06,1.16E-07,-5.4979555,7.09851,-0.24202537,64061,TSPYL2
7634_at,2.29E-06,1.17E-07,-5.4968988,7.09349,-0.28901097,7634,ZNF80
51733_at,2.3E-06,1.17E-07,5.4958284,7.08841,0.32781249,51733,UPB1
23545_at,2.31E-06,1.18E-07,-5.4947324,7.08321,-0.22179797,23545,ATP6V0A2
132864_at,2.33E-06,1.19E-07,5.4929184,7.07461,0.41370226,132864,CPEB2
51479_at,2.33E-06,1.19E-07,5.4922012,7.0712,0.27139684,51479,ANKFY1
285343_at,2.37E-06,1.21E-07,5.4891702,7.05683,0.47777826,285343,TCAIM
87178_at,2.38E-06,1.22E-07,5.4874459,7.04866,0.51941026,87178,PNPT1
84803_at,2.4E-06,1.23E-07,5.4857951,7.04083,0.50995432,84803,GPAT3
57097_at,2.42E-06,1.24E-07,5.4843212,7.03385,0.41251066,57097,PARP11
1200_at,2.46E-06,1.27E-07,5.4800772,7.01374,0.25509809,1200,TPP1
196743_at,2.47E-06,1.27E-07,-5.47976,7.01224,-0.35063097,196743,PAOX
2769_at,2.47E-06,1.27E-07,5.4794994,7.01101,0.37149399,2769,GNA15
10745_at,2.49E-06,1.28E-07,5.4772797,7.0005,0.37872406,10745,PHTF1
57595_at,2.51E-06,1.3E-07,-5.4753927,6.99157,-0.33338965,57595,PDZD4
9760_at,2.53E-06,1.3E-07,-5.4740763,6.98534,-0.32923942,9760,TOX
100113407_at,2.57E-06,1.33E-07,5.4699007,6.96559,0.24518412,100113407,TMEM170B
390595_at,2.59E-06,1.34E-07,-5.4684374,6.95867,-0.22620339,390595,UBAP1L
8548_at,2.61E-06,1.35E-07,5.4666881,6.9504,0.23396303,8548,BLZF1
605_at,2.63E-06,1.36E-07,-5.4652376,6.94354,-0.3977,605,BCL7A
7431_at,2.64E-06,1.37E-07,5.4639957,6.93767,0.31331622,7431,VIM
81563_at,2.69E-06,1.4E-07,-5.4597974,6.91784,-0.56457798,81563,C1orf21
55437_at,2.7E-06,1.4E-07,-5.45896,6.91389,-0.41186176,55437,STRADB
9308_at,2.7E-06,1.41E-07,-5.4584368,6.91142,-0.45307385,9308,CD83
2643_at,2.71E-06,1.41E-07,5.4580614,6.90965,0.4005756,2643,GCH1
81603_at,2.73E-06,1.43E-07,5.4558963,6.89942,0.39970555,81603,TRIM8
54522_at,2.75E-06,1.44E-07,-5.4543082,6.89193,-0.31392798,54522,ANKRD16
640_at,2.77E-06,1.45E-07,-5.4526875,6.88428,-0.3794335,640,BLK
6919_at,2.77E-06,1.45E-07,-5.452139,6.88169,-0.23248808,6919,TCEA2
6390_at,2.8E-06,1.47E-07,5.4500776,6.87197,0.28228498,6390,SDHB
6196_at,2.82E-06,1.48E-07,-5.4487005,6.86548,-0.30671529,6196,RPS6KA2
5463_at,2.83E-06,1.49E-07,-5.4473866,6.85928,-0.30769773,5463,POU6F1
27074_at,2.84E-06,1.49E-07,5.446432,6.85478,0.77085315,27074,LAMP3
22934_at,2.89E-06,1.52E-07,-5.442541,6.83644,-0.58373842,22934,RPIA
257101_at,2.98E-06,1.57E-07,-5.4360022,6.80565,-0.456868,257101,ZNF683
29940_at,3.05E-06,1.61E-07,5.4310338,6.78227,0.44387435,29940,DSE
23394_at,3.06E-06,1.61E-07,-5.430504,6.77978,-0.19443494,23394,ADNP
197358_at,3.09E-06,1.63E-07,-5.4284192,6.76998,-0.31404599,197358,NLRC3
4607_at,3.15E-06,1.66E-07,5.4244174,6.75116,0.39138866,4607,MYBPC3
433_at,3.18E-06,1.68E-07,5.4217896,6.73881,0.43934907,433,ASGR2
27075_at,3.23E-06,1.71E-07,-5.4187856,6.7247,-0.48140598,27075,TSPAN13
220001_at,3.27E-06,1.73E-07,-5.415936,6.71132,-0.51251101,220001,VWCE
10520_at,3.28E-06,1.74E-07,-5.4151898,6.70782,-0.24879148,10520,ZNF211
9444_at,3.3E-06,1.76E-07,5.4133685,6.69927,0.18096699,9444,QKI
55072_at,3.3E-06,1.76E-07,5.4129379,6.69725,0.25132713,55072,RNF31
51247_at,3.3E-06,1.76E-07,-5.4128079,6.69664,-0.17984882,51247,PAIP2
6001_at,3.31E-06,1.76E-07,-5.4123688,6.69458,-0.2581298,6001,RGS10
3240_at,3.36E-06,1.79E-07,5.4091684,6.67957,0.51862317,3240,HP
29997_at,3.41E-06,1.82E-07,-5.4060053,6.66474,-0.29368214,29997,NOP53
375775_at,3.42E-06,1.83E-07,-5.4046905,6.65858,-0.28501124,375775,PNPLA7
23601_at,3.44E-06,1.84E-07,5.4035549,6.65325,0.65300581,23601,CLEC5A
7920_at,3.45E-06,1.85E-07,5.4025867,6.64872,0.24759329,7920,ABHD16A
54942_at,3.46E-06,1.86E-07,5.4018148,6.6451,0.38687107,54942,FAM206A
54682_at,3.47E-06,1.87E-07,5.4008606,6.64063,0.65312131,54682,MANSC1
23218_at,3.48E-06,1.87E-07,5.4003498,6.63824,0.43563006,23218,NBEAL2
414189_at,3.57E-06,1.92E-07,-5.3949124,6.61277,-0.24666687,414189,AGAP6
4173_at,3.57E-06,1.92E-07,5.394839,6.61243,0.29690071,4173,MCM4
3821_at,3.71E-06,2E-07,-5.3866362,6.57406,-0.38758331,3821,KLRC1
153339_at,3.82E-06,2.06E-07,5.3802586,6.54425,0.48704853,153339,TMEM167A
6128_at,3.84E-06,2.07E-07,-5.3790741,6.53872,-0.37097488,6128,RPL6
10184_at,3.89E-06,2.1E-07,5.3764233,6.52634,0.37389512,10184,LHFPL2
474354_at,3.92E-06,2.12E-07,-5.3745803,6.51774,-0.39263546,474354,LRRC18
10098_at,3.99E-06,2.16E-07,-5.3706082,6.4992,-0.54380416,10098,TSPAN5
55911_at,4.02E-06,2.18E-07,5.3687915,6.49073,0.34828478,55911,APOBR
57519_at,4.03E-06,2.19E-07,-5.3680998,6.4875,-0.33716534,57519,STARD9
8897_at,4.04E-06,2.2E-07,5.3672989,6.48377,0.3157355,8897,MTMR3
219899_at,4.06E-06,2.21E-07,-5.3663048,6.47913,-0.43215725,219899,TBCEL
6934_at,4.07E-06,2.22E-07,5.365517,6.47546,0.43981218,6934,TCF7L2
2237_at,4.07E-06,2.22E-07,5.3653954,6.47489,0.33405921,2237,FEN1
27303_at,4.07E-06,2.22E-07,-5.3649662,6.47289,-0.34685421,27303,RBMS3
383_at,4.07E-06,2.22E-07,5.3646109,6.47124,0.56875715,383,ARG1
8896_at,4.07E-06,2.23E-07,5.3644907,6.47068,0.27289364,8896,BUD31
29108_at,4.11E-06,2.25E-07,5.362237,6.46017,0.29903803,29108,PYCARD
7700_at,4.12E-06,2.25E-07,-5.3619183,6.45869,-0.26806846,7700,ZNF141
9961_at,4.13E-06,2.27E-07,5.3608263,6.4536,0.2605899,9961,MVP
5368_at,4.14E-06,2.27E-07,-5.3603627,6.45144,-0.346515,5368,PNOC
85329_at,4.14E-06,2.27E-07,-5.3603109,6.4512,-0.53205324,85329,LGALS12
65080_at,4.15E-06,2.28E-07,5.3592027,6.44604,0.32318039,65080,MRPL44
7621_at,4.2E-06,2.31E-07,-5.3566201,6.43401,-0.26933263,7621,ZNF70
80025_at,4.22E-06,2.33E-07,5.3554991,6.42879,0.28732419,80025,PANK2
79180_at,4.25E-06,2.34E-07,5.3540394,6.422,0.40247629,79180,EFHD2
4927_at,4.26E-06,2.36E-07,-5.3528268,6.41635,-0.28327044,4927,NUP88
79652_at,4.26E-06,2.36E-07,-5.3527588,6.41604,-0.36243487,79652,TMEM204
9063_at,4.28E-06,2.37E-07,-5.3518474,6.4118,-0.31241222,9063,PIAS2
9848_at,4.3E-06,2.38E-07,-5.3505808,6.4059,-0.20943684,9848,MFAP3L
155038_at,4.42E-06,2.45E-07,5.3449073,6.37952,0.24880898,155038,GIMAP8
22990_at,4.42E-06,2.45E-07,5.3445624,6.37792,0.23549174,22990,PCNX1
9121_at,4.43E-06,2.46E-07,5.3438939,6.37481,0.29260496,9121,SLC16A5
55331_at,4.43E-06,2.46E-07,5.3435616,6.37326,0.49855801,55331,ACER3
196913_at,4.45E-06,2.48E-07,-5.3421551,6.36673,-0.25998262,196913,LINC01599
29916_at,4.45E-06,2.48E-07,5.3421337,6.36663,0.19153012,29916,SNX11
80199_at,4.45E-06,2.48E-07,-5.3420112,6.36606,-0.29545588,80199,FUZ
139105_at,4.49E-06,2.5E-07,-5.3402117,6.3577,-0.39065222,139105,BEND2
84268_at,4.51E-06,2.52E-07,-5.339172,6.35287,-0.24194914,84268,RPAIN
7267_at,4.54E-06,2.54E-07,-5.3375829,6.34549,-0.2419889,7267,TTC3
51567_at,4.55E-06,2.54E-07,5.3368638,6.34215,0.2697572,51567,TDP2
58191_at,4.57E-06,2.56E-07,5.3355672,6.33613,0.50867121,58191,CXCL16
113829_at,4.59E-06,2.58E-07,5.3343751,6.3306,0.25466278,113829,SLC35A4
54512_at,4.67E-06,2.62E-07,5.3306216,6.31318,0.32475847,54512,EXOSC4
7454_at,4.67E-06,2.62E-07,5.3305461,6.31283,0.24728141,7454,WAS
472_at,4.74E-06,2.67E-07,-5.3270435,6.29658,-0.21118201,472,ATM
9451_at,4.76E-06,2.68E-07,-5.3261776,6.29257,-0.25653914,9451,EIF2AK3
3824_at,4.87E-06,2.74E-07,-5.3213231,6.27007,-0.53789858,3824,KLRD1
5552_at,4.92E-06,2.78E-07,5.318749,6.25815,0.39161679,5552,SRGN
55701_at,4.92E-06,2.78E-07,5.3186711,6.25779,0.53127825,55701,ARHGEF40
5079_at,4.94E-06,2.79E-07,-5.3176265,6.25295,-0.32813024,5079,PAX5
6036_at,4.97E-06,2.81E-07,5.3160963,6.24586,0.49540459,6036,RNASE2
402415_at,5.02E-06,2.84E-07,-5.3139263,6.23582,-0.25253633,402415,XKRX
7381_at,5.18E-06,2.94E-07,-5.30715,6.20447,-0.20736727,7381,UQCRB
166614_at,5.22E-06,2.96E-07,-5.3054619,6.19667,-0.13788416,166614,DCLK2
5691_at,5.22E-06,2.97E-07,5.305078,6.19489,0.16712035,5691,PSMB3
25870_at,5.22E-06,2.97E-07,-5.3050453,6.19474,-0.17558889,25870,SUMF2
2591_at,5.33E-06,3.03E-07,5.3005248,6.17385,0.40376519,2591,GALNT3
6191_at,5.36E-06,3.05E-07,-5.2992769,6.16809,-0.20286624,6191,RPS4X
10432_at,5.38E-06,3.06E-07,-5.2983383,6.16375,-0.20759029,10432,RBM14
114793_at,5.43E-06,3.1E-07,5.2958847,6.15242,0.27750027,114793,FMNL2
9314_at,5.43E-06,3.1E-07,5.2956254,6.15123,0.45982571,9314,KLF4
93978_at,5.43E-06,3.11E-07,5.2954801,6.15056,0.44892268,93978,CLEC6A
55775_at,5.46E-06,3.12E-07,-5.294246,6.14486,-0.22718232,55775,TDP1
6238_at,5.51E-06,3.16E-07,5.2921017,6.13497,0.28160872,6238,RRBP1
645432_at,5.54E-06,3.17E-07,-5.290886,6.12936,-0.24252882,645432,ARRDC5
29935_at,5.54E-06,3.18E-07,5.2905559,6.12783,0.20244367,29935,RPA4
55251_at,5.56E-06,3.19E-07,-5.2896271,6.12355,-0.39533942,55251,PCMTD2
64943_at,5.56E-06,3.2E-07,5.2894115,6.12256,0.41815643,64943,NT5DC2
51759_at,5.6E-06,3.22E-07,-5.2880327,6.1162,-0.47172106,51759,C9orf78
24149_at,5.73E-06,3.3E-07,-5.2829245,6.09265,-0.22938432,24149,ZNF318
948_at,5.77E-06,3.33E-07,5.2811142,6.08431,0.37361521,948,CD36
8631_at,5.88E-06,3.39E-07,-5.2769297,6.06504,-0.32361071,8631,SKAP1
100129842_at,5.9E-06,3.41E-07,-5.2762264,6.0618,-0.3128285,100129842,ZNF737
83638_at,5.91E-06,3.42E-07,5.2756369,6.05909,0.23746299,83638,C11orf68
79930_at,5.91E-06,3.42E-07,5.2752981,6.05753,0.38559651,79930,DOK3
51016_at,5.91E-06,3.42E-07,5.2751246,6.05673,0.26295282,51016,EMC9
81539_at,5.97E-06,3.46E-07,-5.2728854,6.04642,-0.32738903,81539,SLC38A1
3728_at,6.05E-06,3.51E-07,5.269729,6.0319,0.44019402,3728,JUP
983_at,6.05E-06,3.51E-07,5.26971,6.03182,0.22600439,983,CDK1
5351_at,6.06E-06,3.52E-07,5.2690912,6.02897,0.29181035,5351,PLOD1
11275_at,6.08E-06,3.54E-07,5.2682663,6.02518,0.53115523,11275,KLHL2
222166_at,6.15E-06,3.58E-07,-5.2656064,6.01295,-0.38613695,222166,MTURN
51218_at,6.18E-06,3.6E-07,-5.264555,6.00812,-0.47730752,51218,GLRX5
28960_at,6.18E-06,3.6E-07,5.2644528,6.00765,0.29270333,28960,DCPS
706_at,6.26E-06,3.65E-07,5.2616096,5.99458,0.41758408,706,TSPO
64127_at,6.27E-06,3.67E-07,5.2608651,5.99116,0.37813848,64127,NOD2
151393_at,6.41E-06,3.75E-07,-5.2560344,5.96898,-0.3310422,151393,RMDN2
147699_at,6.42E-06,3.76E-07,5.255785,5.96784,0.41910906,147699,PPM1N
671_at,6.43E-06,3.77E-07,5.2549463,5.96399,0.79897728,671,BPI
151888_at,6.45E-06,3.78E-07,-5.2542623,5.96085,-0.39114256,151888,BTLA
11224_at,6.45E-06,3.79E-07,-5.2538397,5.95891,-0.15373214,11224,RPL35
7316_at,6.45E-06,3.79E-07,5.2538153,5.9588,0.20185446,7316,UBC
79002_at,6.52E-06,3.83E-07,-5.2515166,5.94825,-0.16213534,79002,TRIR
120071_at,6.52E-06,3.83E-07,-5.2513892,5.94767,-0.34572829,120071,LARGE2
9149_at,6.53E-06,3.85E-07,-5.2505241,5.9437,-0.20249878,9149,DYRK1B
51061_at,6.53E-06,3.85E-07,5.2503889,5.94308,0.38375475,51061,TXNDC11
5813_at,6.58E-06,3.88E-07,-5.2487174,5.93541,-0.1535703,5813,PURA
602_at,6.64E-06,3.92E-07,5.2466645,5.926,0.53630736,602,BCL3
25953_at,6.74E-06,3.99E-07,5.2432336,5.91028,0.42447806,25953,PNKD
55796_at,6.79E-06,4.02E-07,-5.2415315,5.90248,-0.33988581,55796,MBNL3
10460_at,6.79E-06,4.02E-07,5.2415172,5.90241,0.28830303,10460,TACC3
56911_at,6.81E-06,4.04E-07,-5.2404977,5.89774,-0.57971963,56911,MAP3K7CL
140823_at,6.83E-06,4.05E-07,5.2398621,5.89483,0.17890751,140823,ROMO1
9683_at,6.89E-06,4.09E-07,5.2379063,5.88588,0.3220167,9683,N4BP1
27115_at,6.95E-06,4.13E-07,-5.2357176,5.87586,-0.42716617,27115,PDE7B
55781_at,6.95E-06,4.14E-07,-5.2354856,5.8748,-0.33464163,55781,RIOK2
55_at,6.97E-06,4.15E-07,5.2348301,5.8718,0.42743708,55,ACPP
574407_at,7.01E-06,4.18E-07,-5.2332477,5.86456,-0.2282262,574407,OBSCN-AS1
1024_at,7.02E-06,4.19E-07,-5.2327891,5.86246,-0.41110965,1024,CDK8
4353_at,7.05E-06,4.21E-07,5.2318536,5.85818,0.77981393,4353,MPO
6546_at,7.06E-06,4.22E-07,5.2311647,5.85503,0.58348609,6546,SLC8A1
2309_at,7.08E-06,4.24E-07,-5.2304658,5.85183,-0.38699967,2309,FOXO3
11240_at,7.12E-06,4.26E-07,5.229264,5.84634,0.7101895,11240,PADI2
326624_at,7.21E-06,4.32E-07,-5.2264374,5.83341,-0.26536356,326624,RAB37
152687_at,7.23E-06,4.34E-07,-5.2255657,5.82943,-0.42770948,152687,ZNF595
9712_at,7.24E-06,4.35E-07,-5.225076,5.82719,-0.26556976,9712,USP6NL
374470_at,7.37E-06,4.43E-07,-5.2210523,5.80881,-0.27984964,374470,C12orf42
6601_at,7.39E-06,4.45E-07,-5.2203203,5.80547,-0.12508893,6601,SMARCC2
150864_at,7.39E-06,4.45E-07,-5.2202247,5.80503,-0.24735946,150864,FAM117B
51659_at,7.42E-06,4.47E-07,5.2190656,5.79974,0.29328537,51659,GINS2
113263_at,7.43E-06,4.48E-07,-5.2186353,5.79777,-0.23147041,113263,GLCCI1
90799_at,7.51E-06,4.54E-07,-5.2161157,5.78627,-0.20658378,90799,CEP95
785_at,7.62E-06,4.6E-07,-5.2129564,5.77186,-0.2425322,785,CACNB4
11123_at,7.63E-06,4.61E-07,-5.2125264,5.7699,-0.34985137,11123,RCAN3
7321_at,7.66E-06,4.64E-07,5.2114135,5.76482,0.39803979,7321,UBE2D1
5521_at,7.66E-06,4.64E-07,-5.2112405,5.76403,-0.29756841,5521,PPP2R2B
3640_at,7.77E-06,4.71E-07,5.2081641,5.75,0.2609072,3640,INSL3
53829_at,7.78E-06,4.72E-07,5.2078128,5.7484,0.43996602,53829,P2RY13
255394_at,7.78E-06,4.73E-07,-5.2074286,5.74665,-0.35682494,255394,TCP11L2
27086_at,7.81E-06,4.75E-07,-5.2065378,5.74259,-0.1829676,27086,FOXP1
84002_at,7.82E-06,4.76E-07,5.20612,5.74069,0.39259812,84002,B3GNT5
5110_at,7.86E-06,4.79E-07,5.204739,5.73439,0.18423503,5110,PCMT1
122953_at,7.94E-06,4.84E-07,5.2023999,5.72374,0.42599079,122953,JDP2
64901_at,7.94E-06,4.84E-07,-5.2023404,5.72347,-0.4681442,64901,RANBP17
127396_at,7.97E-06,4.87E-07,5.2012123,5.71833,0.36519818,127396,ZNF684
56242_at,8.03E-06,4.91E-07,-5.1995004,5.71054,-0.29346493,56242,ZNF253
22806_at,8.03E-06,4.91E-07,-5.19941,5.71012,-0.21998736,22806,IKZF3
84885_at,8.03E-06,4.92E-07,5.1991935,5.70914,0.31903471,84885,ZDHHC12
57405_at,8.05E-06,4.93E-07,5.198564,5.70627,0.30979429,57405,SPC25
7273_at,8.08E-06,4.95E-07,-5.1975183,5.70151,-0.40722903,7273,TTN
101926887_at,8.1E-06,4.97E-07,5.1968622,5.69853,0.46605105,101926887,LOC101926887
115761_at,8.1E-06,4.98E-07,5.1964584,5.69669,0.49221147,115761,ARL 11.00
1939_at,8.12E-06,5E-07,-5.1957605,5.69351,-0.26572951,1939,EIF2D
27284_at,8.12E-06,5E-07,5.1955052,5.69235,0.62164299,27284,SULT1B1
9123_at,8.12E-06,5E-07,5.1953926,5.69184,0.35272464,9123,SLC16A3
4643_at,8.28E-06,5.1E-07,-5.1912539,5.67301,-0.27581906,4643,MYO1E
57496_at,8.37E-06,5.16E-07,-5.1888327,5.66201,-0.33123774,57496,MKL2
2030_at,8.42E-06,5.2E-07,-5.1873398,5.65522,-0.43279546,2030,SLC29A1
57326_at,8.47E-06,5.24E-07,-5.1858151,5.64829,-0.24632315,57326,PBXIP1
6883_at,8.54E-06,5.29E-07,5.1838454,5.63934,0.25264149,6883,TAF12
5933_at,8.63E-06,5.34E-07,-5.1816384,5.62932,-0.30936693,5933,RBL1
55749_at,8.71E-06,5.4E-07,-5.1794732,5.61949,-0.20762591,55749,CCAR1
528_at,8.71E-06,5.4E-07,5.1792073,5.61828,0.43482965,528,ATP6V1C1
25853_at,8.71E-06,5.41E-07,-5.1790001,5.61734,-0.37261172,25853,DCAF12
155400_at,8.74E-06,5.43E-07,-5.1780244,5.61291,-0.23039673,155400,NSUN5P1
9382_at,8.86E-06,5.51E-07,-5.1750783,5.59955,-0.15794124,9382,COG1
3577_at,8.87E-06,5.52E-07,5.1746,5.59738,0.48486145,3577,CXCR1
10555_at,8.91E-06,5.55E-07,5.1735705,5.59271,0.30626475,10555,AGPAT2
23220_at,9.1E-06,5.68E-07,-5.16878,5.57099,-0.24825885,23220,DTX4
94134_at,9.26E-06,5.78E-07,-5.1650092,5.5539,-0.29031867,94134,ARHGAP12
9487_at,9.34E-06,5.83E-07,-5.1629256,5.54447,-0.32578739,9487,PIGL
283130_at,9.37E-06,5.86E-07,-5.1620813,5.54064,-0.24993609,283130,SLC25A45
117245_at,9.42E-06,5.89E-07,-5.1608117,5.53489,-0.19390227,117245,HRASLS5
55929_at,9.43E-06,5.9E-07,-5.1604193,5.53312,-0.25266875,55929,DMAP1
6375_at,9.47E-06,5.94E-07,-5.1593094,5.52809,-0.38277696,6375,XCL1
673_at,9.5E-06,5.96E-07,-5.1584043,5.524,-0.14724507,673,BRAF
113130_at,9.61E-06,6.03E-07,5.1558364,5.51238,0.3318941,113130,CDCA5
11027_at,9.78E-06,6.14E-07,5.1520169,5.49511,0.32921029,11027,LILRA2
57567_at,9.81E-06,6.17E-07,5.1510882,5.49091,0.23426004,57567,ZNF319
10577_at,9.81E-06,6.18E-07,5.1508857,5.48999,0.36242879,10577,NPC2
4035_at,9.97E-06,6.28E-07,5.1471901,5.47329,0.37756085,4035,LRP1
9158_at,1E-05,6.3E-07,5.1465716,5.4705,0.18731307,9158,FIBP
169714_at,1E-05,6.34E-07,-5.1452396,5.46448,-0.28540896,169714,QSOX2
2882_at,1.01E-05,6.39E-07,-5.1437787,5.45788,-0.23859001,2882,GPX7
132321_at,1.01E-05,6.41E-07,5.1428,5.45346,0.31819086,132321,C4orf33
2235_at,1.01E-05,6.42E-07,-5.1427526,5.45325,-0.37778025,2235,FECH
64689_at,1.02E-05,6.47E-07,5.1410306,5.44548,0.36631266,64689,GORASP1
64207_at,1.03E-05,6.55E-07,5.1382742,5.43304,0.30810269,64207,IRF2BPL
5533_at,1.04E-05,6.6E-07,-5.1367566,5.42619,-0.25864576,5533,PPP3CC
54843_at,1.04E-05,6.61E-07,-5.1362656,5.42398,-0.27490048,54843,SYTL2
56996_at,1.04E-05,6.63E-07,5.1358539,5.42212,0.39794106,56996,SLC12A9
2268_at,1.06E-05,6.71E-07,5.1332157,5.41022,0.33187907,2268,FGR
4792_at,1.07E-05,6.78E-07,5.1309375,5.39995,0.43173044,4792,NFKBIA
1153_at,1.07E-05,6.84E-07,-5.1292905,5.39253,-0.23272881,1153,CIRBP
51192_at,1.08E-05,6.91E-07,5.1268324,5.38146,0.33400509,51192,CKLF
266747_at,1.1E-05,7E-07,5.124074,5.36904,0.4832107,266747,RGL4
254048_at,1.1E-05,7.02E-07,-5.1236942,5.36733,-0.1727086,254048,UBN2
22821_at,1.1E-05,7.03E-07,-5.1232361,5.36527,-0.1798077,22821,RASA3
9925_at,1.1E-05,7.04E-07,-5.1230296,5.36434,-0.22291635,9925,ZBTB5
286530_at,1.1E-05,7.04E-07,-5.1229473,5.36396,-0.19889331,286530,P2RY8
8850_at,1.1E-05,7.05E-07,-5.122704,5.36287,-0.32005606,8850,KAT2B
122011_at,1.11E-05,7.1E-07,5.1210622,5.35548,0.52647124,122011,CSNK1A1L
